J,2,3,4,5,6,7,8,9,10,11,12,popup,lat,lon
9.1,6.1,12.6,4.8,0.3,0,0.1,0,0,0.3,3,6.9,アブダビ国際空港 - アラブ首長国連邦 ,24.43,54.65
16.2,16.1,26.4,21.8,1.5,4.6,1.4,44.4,0,8.3,32.8,25.9,アバダーン - イラン ,30.37,48.25
17.9,13.6,29.8,30.6,10.3,2.3,0.9,0.2,0.1,3.4,24.6,14.3,イスファハーン - イラン ,32.52,51.71
46.9,24.6,48.7,67,34.9,10.8,2.1,45.9,4.8,28.8,38.8,40.8,ウルミエ - イラン ,37.65,45.05
20.9,22.2,21.1,30.2,5.7,0,0.6,0.5,0.2,3.3,6.8,12.9,ケルマーン - イラン ,30.25,56.97
43.7,52.2,100.7,73,24.6,1.5,0.2,6.8,2.3,86.5,58.3,41.2,ケルマーンシャー - イラン ,34.35,47.15
17.5,9,14.6,16.1,3.8,2.6,0.2,5.8,0,3.8,2.1,21,ザーヘダーン - イラン ,29.47,60.88
61,37,43.3,41,5.8,0.7,0.7,0.7,0,4.5,46.3,50.8,シーラーズ - イラン ,29.53,52.6
20.3,21.5,31.7,56.7,35.6,11.3,7.6,3.5,6.8,23.8,23.9,27.5,タブリーズ - イラン ,38.08,46.28
29.7,29.2,31.4,49.4,15.9,2.4,2.5,0.6,1.2,13.8,32.9,34.8,テヘラン/メフラバード - イラン ,35.68,51.32
24,33.7,57.3,47.9,33.9,5.5,1.3,1,0.9,7.8,19.3,19.5,マシュハド - イラン ,36.27,59.63
10.2,5.8,14,3.8,10.4,131.5,210.9,171,139.2,41.6,15.8,3.1,アコラ - インド ,20.7,77.03
27.8,40.1,30.2,21.7,22.7,83.2,195.2,179,96.3,16.6,9,10.8,アムリッツァー - インド ,31.63,74.87
15.1,23.4,15.2,4.9,13.8,84.8,216.7,184.6,188.3,22.5,2,4.2,アラハバード - インド ,25.45,81.73
1.1,0.9,1,2.5,5.5,79.3,321.3,236.9,122.6,12.1,1.9,0.7,アーメダバード - インド ,23.07,72.63
6.7,2.5,3.1,3.5,13.2,140.4,307.9,277.5,174.5,30.5,10.7,3.9,インドール - インド ,22.72,75.8
13.9,18.6,14.4,43.6,60.4,165,281.3,310.9,214.1,127.7,23.3,3.9,カタック - インド ,20.47,85.93
11.1,17.7,51.7,177.5,258.3,309.3,283.2,268.5,185.8,107,10.2,4.6,ガウハーティ - インド ,26.1,91.58
1,4.7,12.2,83.4,222.7,802,775,428.5,299.4,310.2,122.5,19.6,コジコーデ - インド ,11.25,75.78
11.9,23.8,37.6,55.5,129.4,279.1,387.8,369.9,319.2,177.1,34.8,6,コルカタ - インド ,22.53,88.33
4.5,9.4,10.3,6.2,5.5,86.9,276.1,259,111.3,21,5,2.7,コータ - インド ,25.15,75.85
1,0.1,1.1,5,77.3,869.5,955.7,572,297.7,160.1,21.2,1.9,ゴア - インド ,15.48,73.82
12.9,16.7,14.2,5.6,19.7,167.1,334.5,329.7,175,18,12.6,7.3,サガル - インド ,23.85,78.75
6.3,26.6,136.6,270.8,418.4,540.4,495.1,428.4,395.2,177.5,26.7,16.9,シルチャル - インド ,24.75,92.8
20.2,16.4,46.1,97.8,268.8,430.7,381.9,307.8,275.4,217.3,30.5,10.8,シロン - インド ,25.57,91.88
5.8,8.4,1.9,4.8,8.5,47.7,162,190.5,73.6,33.1,3.6,2.4,ジャイプル／サーンガーネル - インド ,26.82,75.8
10.3,7.6,19.1,50.2,81.9,233.8,361.1,367.1,247.2,96.5,20.8,5.8,ジャグダルプル - インド ,19.08,82.03
3.4,6,3.4,7.7,14.2,47.7,119.3,135.2,47.9,6.8,1.6,1.1,ジョードプル - インド ,26.3,73.02
60.9,82.3,104.6,89.7,62,46.3,58.5,68.1,37.8,23.3,28.3,27.7,スリーナガル - インド ,34.08,74.83
10.9,74.4,232.4,675.6,1107.1,2171.9,2954.1,1483,1009.8,422.2,16.3,8.4,チェラプンジ - インド ,25.25,91.73
19.7,5.4,3.6,22.4,49.7,75.7,104.3,141.5,142.5,291.5,381.1,189.8,チェンナイ - インド ,13,80.18
17.2,21.2,46.5,124.5,202.6,312.9,192.1,154.6,198.3,295.2,216.7,70.6,ティルバナンタプーラム - インド ,8.48,76.95
28.1,55.9,117.3,224.7,338.6,417.1,483.4,390.1,324.6,122.8,18,10.2,ディブルガール - インド ,27.48,95.02
7.1,11.9,60.6,189.6,358.1,537.6,309.9,280.8,327.6,119.3,1.9,1.9,ドゥブリ - インド ,26.02,89.98
0.7,1,0.6,0,0.5,67.1,198.2,98.8,84.2,3.6,2.1,0.5,ドワールカ - インド ,22.37,69.08
14.2,11.8,21.6,11.9,19.6,192.8,347.2,280.8,194.6,52.7,12,5.6,ナーグプル - インド ,21.1,79.05
20,25.6,21.4,13,26.1,87.8,197.2,226.1,131.1,17.1,5.4,11.4,ニューデリー - インド ,28.58,77.2
8.4,9,17.2,29.6,34.2,109.6,158,205.1,147.4,119.2,21.1,3.7,ハイデラーバード - インド ,17.45,78.47
1.5,7.1,15.2,63.8,133.8,110.8,117.2,162.9,205.3,183.7,64.5,15.4,バンガロール - インド ,12.97,77.58
4.5,6,7.8,7.9,21.7,44.4,88.4,55.8,31.8,6.5,2.4,1.5,ビカネル - インド ,28,73.3
6.2,28.1,14.5,49.1,159.6,143.1,141.8,171.2,219,243.2,95.5,27.7,ビシャーカパトナム - インド ,17.68,83.3
12.6,23.8,21.2,43.4,105.6,207.2,378.6,388.8,292.8,174.9,33.9,4.9,ブバネシュワル - インド ,20.25,85.83
0.8,0.1,7.1,7.1,19.5,189.3,178.6,153.2,139,104.8,29.3,5.1,プネー - インド ,18.53,73.85
0.4,0.3,0.4,0.3,1.6,141.1,348.2,171.1,111.8,16.7,5.4,0.5,ベラーバル - インド ,20.9,70.37
0.9,1.4,15.8,42,72.2,170.4,235.2,188.1,128.2,114.5,31.5,4.2,ベルガウム - インド ,15.85,74.62
46.3,15.3,27.8,79.8,408.3,483.2,440,444.3,509.2,311.5,218.5,112.8,ポートブレア - インド ,11.67,92.72
6.6,13.4,6.4,8.1,48.1,121.5,188.3,174,187.9,247.2,118.5,18.8,マチリパトナム - インド ,16.2,81.15
34.7,21.1,43.3,53.4,164.8,289.1,259.2,205,162.6,172.8,146,94.3,ミニコイ島 - インド ,8.3,73.15
0.6,1,1.3,0.8,6,516.5,790.5,483.3,352.8,86.3,8.8,2.8,ムンバイ - インド ,18.9,72.82
12.9,19.7,27.4,20.7,12,5.6,0.8,1.6,1.9,6.8,10.5,15.4,ウルゲンチ - ウズベキスタン ,41.57,60.63
38.9,46.8,68.6,64.1,32.1,6.5,1.1,1.9,2.5,17.1,43.8,37.6,サマルカンド - ウズベキスタン ,39.63,66.95
56.4,70.4,70.5,60.5,35.5,15.9,3.5,2.2,4,26.4,55.3,54.1,タシケント - ウズベキスタン ,41.33,69.3
13.6,15.9,17.8,19.8,20.4,8.1,1.9,2.6,2.3,7.8,15.1,9.2,チンバイ - ウズベキスタン ,42.95,59.8
25.2,28.9,26.1,23.9,7.5,1,0,0,0.1,2.6,23.7,19.7,テルメズ - ウズベキスタン ,37.28,67.32
16,25.3,30.6,23.7,23.6,11.1,4.1,3.7,4,16.9,21.9,25.6,ナマンガン - ウズベキスタン ,41,71.58
17.2,24.3,27,21.8,23.3,16.3,4.2,4.1,3.1,14.8,19.3,23.1,フェルガナ - ウズベキスタン ,40.38,71.75
4.9,2.5,23.3,15,13.7,12.4,6.7,26.8,6.8,3.9,0.8,3.8,アダム - オマーン ,22.5,57.37
2.7,9.6,21.7,13,13.2,18.5,17.7,11.4,14.4,12.9,13,13.9,イブラー - オマーン ,22.74,58.51
2,7.1,2.8,15.4,12.3,2.8,9.4,7.8,2.4,2.1,8.5,1.8,イブリー - オマーン ,23.23,56.43
0.6,0.3,4.9,4.3,16.8,2.1,20.7,18.9,3.3,2.9,0.4,0.4,サラーラ - オマーン ,17.04,54.1
14,11.3,7.9,7.4,1.4,0,0.1,0.1,0.1,0.5,7.9,12.1,シーブ国際空港 - オマーン ,23.59,58.3
