,Unnamed: 0,J,2,3,4,5,6,7,8,9,10,11,12,popup,lat,lon
154,154,2.53579952267303,12.8,18.5,5.8,0.5,0.0,0.2,0.0,0.3,0.3,20.9,14.5,バーレーン - バーレーン ,26.27,50.65
155,155,7.72673031026253,102.8,115.5,55.4,46.6,90.4,294.8,296.6,133.3,34.7,19.4,29.7,イスラマバード国際空港 - パキスタン ,33.62,73.1
156,156,1.41706443914081,5.8,2.8,1.3,0.2,15.0,59.5,70.0,22.8,2.6,0.7,5.9,カラチ国際空港 - パキスタン ,24.9,67.13
157,157,5.80250596658711,49.3,43.7,30.0,6.3,1.0,7.2,4.3,8.9,3.3,8.5,20.8,クエッタ - パキスタン ,30.25,66.88
158,158,2.31205250596659,34.2,52.3,33.9,23.9,62.8,158.7,87.1,59.5,10.2,2.6,10.8,サルゴーダ - パキスタン ,32.05,72.67
159,159,5.20584725536993,43.4,59.7,34.1,16.9,65.9,287.2,264.6,100.8,20.0,7.0,15.0,シアールコート - パキスタン ,32.5,74.53
160,160,5.53400954653938,56.5,52.7,42.3,27.4,64.0,210.7,219.2,70.0,20.1,10.1,17.2,ジェルム - パキスタン ,32.93,73.72
161,161,0.760739856801909,9.6,12.6,4.3,4.4,5.3,28.3,27.5,12.6,0.4,0.4,3.8,ジャコババード - パキスタン ,28.3,68.47
162,162,1.58114558472554,22.5,35.7,19.7,10.3,20.7,53.5,33.7,12.6,2.1,8.2,7.1,ジョブ - パキスタン ,31.35,69.47
163,163,2.9236276849642002,5.2,15.5,6.9,0.0,3.4,1.8,2.0,0.0,0.1,3.7,15.4,ジーワニ - パキスタン ,25.07,61.8
164,164,2.90871121718377,13.3,19.6,5.0,1.9,0.2,0.5,0.7,0.0,1.7,2.9,9.6,ダールバンディン - パキスタン ,28.88,64.4
165,165,1.9391408114558502,21.9,37.8,28.7,8.7,28.2,64.4,59.5,35.8,7.7,3.1,5.9,デライスマーイールハーン - パキスタン ,31.82,70.92
166,166,0.283412887828162,4.8,3.6,1.8,4.0,14.1,47.3,51.4,19.2,1.6,0.3,4.8,ナワーブシャー - パキスタン ,26.25,68.37
167,167,1.81980906921241,11.4,10.2,3.6,0.7,4.7,0.1,0.5,0.0,0.6,1.6,1.4,ノククンディ - パキスタン ,28.82,62.75
168,168,0.20883054892601396,1.3,4.2,5.4,1.1,10.9,42.5,68.7,27.1,5.8,0.6,3.5,ハイデラーバード - パキスタン ,25.38,68.42
169,169,0.74582338902148,12.5,12.7,9.8,5.7,11.5,45.1,46.9,31.1,1.5,1.8,6.7,ハーンプル - パキスタン ,28.65,70.68
170,170,2.84904534606205,9.2,9.1,2.9,0.0,7.6,6.2,2.5,0.0,0.0,1.4,17.0,パスニ - パキスタン ,25.27,63.48
171,171,2.08830548926014,17.1,13.5,8.2,3.3,2.3,6.8,6.0,2.0,0.9,1.9,8.1,パンジグール - パキスタン ,26.97,64.1
172,172,12.947494033412902,153.2,183.8,156.1,100.9,67.6,124.3,130.4,83.3,62.5,46.1,28.8,パーラチナール - パキスタン ,33.87,70.08
173,173,1.8347255369928401,30.1,32.7,13.7,7.8,19.0,35.1,50.4,11.4,4.5,5.1,16.2,フーズダール - パキスタン ,27.83,66.63
174,174,5.9516706443914105,68.3,84.5,60.7,25.5,22.8,57.8,60.5,29.6,17.4,9.7,14.8,ペシャーワル - パキスタン ,34.02,71.58
175,175,1.04415274463007,16.9,21.3,12.7,13.7,18.6,42.3,38.1,28.7,3.5,1.3,6.4,ムルターン - パキスタン ,30.2,71.43
